sep=;
721 South Jackson Street,  Louisville KY, 40203;1244 South 4th Street,  Louisville KY, 40203;38.24378, -85.74535; 38.24378, -85.74535; 38.24378, -85.74535; 38.24378, -85.74535; 38.24378, -85.74535; 38.243990000000004, -85.74533000000001; 38.243990000000004, -85.74533000000001; 38.243990000000004, -85.74533000000001; 38.243990000000004, -85.74533000000001; 38.243990000000004, -85.74533000000001; 38.243990000000004, -85.74533000000001; 38.24425, -85.74774000000001; 38.24425, -85.74774000000001; 38.24425, -85.74774000000001; 38.24425, -85.74774000000001; 38.24289, -85.74797000000001; 38.24289, -85.74797000000001; 38.24289, -85.74797000000001; 38.24289, -85.74797000000001; 38.24289, -85.74797000000001; 38.24072, -85.74833000000001; 38.24072, -85.74833000000001; 38.24072, -85.74833000000001; 38.24072, -85.74833000000001; 38.24072, -85.74833000000001; 38.241080000000004, -85.75157; 38.241080000000004, -85.75157; 38.241080000000004, -85.75157; 38.241080000000004, -85.75157; 38.241080000000004, -85.75157; 38.24157, -85.75614; 38.24157, -85.75614; 38.24157, -85.75614; 38.24157, -85.75614; 38.24157, -85.75614; 38.241710000000005, -85.75746000000001; 38.241710000000005, -85.75746000000001; 38.241710000000005, -85.75746000000001; 38.241710000000005, -85.75746000000001; 38.241710000000005, -85.75746000000001; 38.23971, -85.75781; 38.23971, -85.75781; 38.23971, -85.75781; 38.23971, -85.75781; 38.23971, -85.75781; 38.237230000000004, -85.75826; 38.237230000000004, -85.75826; 38.237230000000004, -85.75826; 38.237230000000004, -85.75826; 38.237230000000004, -85.75826; 38.237230000000004, -85.75826; 38.23283, -85.75903000000001; 38.23283, -85.75903000000001; 38.23283, -85.75903000000001; 38.23283, -85.75903000000001; 38.23283, -85.75903000000001; 38.232710000000004, -85.75905; 38.232710000000004, -85.75905; 38.232710000000004, -85.75905; 38.232710000000004, -85.75905; 38.232710000000004, -85.75905; 38.23274, -85.75947000000001; 38.23274, -85.75947000000001; 38.23274, -85.75947000000001; 38.23274, -85.75947000000001; 38.23274, -85.75947000000001; 38.232850000000006, -85.76058; 38.232850000000006, -85.76058; 38.232850000000006, -85.76058; 38.232850000000006, -85.76058; 38.232850000000006, -85.76058; 38.232940000000006, -85.76154000000001; 38.232940000000006, -85.76154000000001; 38.232940000000006, -85.76154000000001; 38.232940000000006, -85.76154000000001; 38.232940000000006, -85.76154000000001; 38.233760000000004, -85.76140000000001; 38.233760000000004, -85.76140000000001; 38.233760000000004, -85.76140000000001; 38.24378, -85.74535
1079 East Kentucky Street,  Louisville KY, 40204;1259 Everett Avenue,  Louisville KY, 40204;38.235620000000004, -85.73359; 38.235620000000004, -85.73359; 38.235620000000004, -85.73359; 38.235620000000004, -85.73359; 38.23534, -85.73093; 38.23534, -85.73093; 38.23534, -85.73093; 38.235350000000004, -85.73068; 38.235350000000004, -85.73068; 38.235350000000004, -85.73068; 38.236520000000006, -85.72827000000001; 38.236520000000006, -85.72827000000001; 38.236520000000006, -85.72827000000001; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.23639, -85.72630000000001; 38.23639, -85.72630000000001; 38.23639, -85.72630000000001; 38.237350000000006, -85.72433000000001; 38.237350000000006, -85.72433000000001; 38.237350000000006, -85.72433000000001; 38.237970000000004, -85.7231; 38.237970000000004, -85.7231; 38.237970000000004, -85.7231; 38.237970000000004, -85.72297; 38.237970000000004, -85.72297; 38.237970000000004, -85.72297; 38.23792, -85.72274; 38.23792, -85.72274; 38.23792, -85.72274; 38.23792, -85.72274; 38.23783, -85.72253; 38.23783, -85.72253; 38.23783, -85.72253; 38.23778, -85.72235; 38.23778, -85.72235; 38.23778, -85.72235; 38.237770000000005, -85.72225; 38.237770000000005, -85.72225; 38.237770000000005, -85.72225; 38.2378, -85.72216; 38.2378, -85.72216; 38.2378, -85.72216; 38.237880000000004, -85.72199; 38.237880000000004, -85.72199; 38.237880000000004, -85.72199; 38.237880000000004, -85.72199; 38.23841, -85.72099; 38.23841, -85.72099; 38.23841, -85.72099; 38.23919, -85.71955000000001; 38.23919, -85.71955000000001; 38.23919, -85.71955000000001; 38.23957, -85.71883000000001; 38.23957, -85.71883000000001; 38.23957, -85.71883000000001; 38.23993, -85.71813; 38.23993, -85.71813; 38.23993, -85.71813; 38.23968, -85.71766000000001; 38.23968, -85.71766000000001; 38.23968, -85.71766000000001; 38.23968, -85.71766000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.238890000000005, -85.71623000000001; 38.238890000000005, -85.71623000000001; 38.238890000000005, -85.71623000000001; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237700000000004, -85.7141; 38.237700000000004, -85.7141; 38.235620000000004, -85.73359
2115 Longest Avenue,  Louisville KY, 40204;1117 Everett Avenue,  Louisville KY, 40204;38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23646, -85.71354000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23655, -85.71337000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23691, -85.71270000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.23695, -85.71278000000001; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.237750000000005, -85.71419; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23821, -85.715; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23921, -85.71681000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23946, -85.71727000000001; 38.23646, -85.71354000000001
1046 Dudley Avenue,  Louisville KY, 40204;1002 Highland Avenue,  Louisville KY, 40204;38.24161, -85.71876; 38.24161, -85.71876; 38.24172, -85.71864000000001; 38.24172, -85.71864000000001; 38.241730000000004, -85.71853; 38.241730000000004, -85.71853; 38.2417, -85.71844; 38.2417, -85.71844; 38.241580000000006, -85.71825000000001; 38.241580000000006, -85.71825000000001; 38.241530000000004, -85.71819; 38.241530000000004, -85.71819; 38.24148, -85.71816000000001; 38.24148, -85.71816000000001; 38.24139, -85.71817; 38.24139, -85.71817; 38.2411, -85.71844; 38.2411, -85.71844; 38.24053, -85.71893; 38.24053, -85.71893; 38.24043, -85.71902; 38.24043, -85.71902; 38.23993, -85.71813; 38.23993, -85.71813; 38.23888, -85.72013000000001; 38.23888, -85.72013000000001; 38.23783, -85.72208; 38.23783, -85.72208; 38.23778, -85.72219000000001; 38.23778, -85.72219000000001; 38.237770000000005, -85.72229; 38.237770000000005, -85.72229; 38.2378, -85.72243; 38.2378, -85.72243; 38.237860000000005, -85.7226; 38.237860000000005, -85.7226; 38.23794, -85.7228; 38.23794, -85.7228; 38.237970000000004, -85.72303000000001; 38.237970000000004, -85.72303000000001; 38.237970000000004, -85.7231; 38.237970000000004, -85.7231; 38.23787, -85.72333; 38.23787, -85.72333; 38.23693, -85.72521; 38.23693, -85.72521; 38.236360000000005, -85.72638; 38.236360000000005, -85.72638; 38.2359, -85.72732; 38.2359, -85.72732; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.23622, -85.72804000000001; 38.23622, -85.72804000000001; 38.236700000000006, -85.72842000000001; 38.236700000000006, -85.72842000000001; 38.23845, -85.72977; 38.23845, -85.72977; 38.24022, -85.73117; 38.24022, -85.73117; 38.24027, -85.7312; 38.24027, -85.7312; 38.24007, -85.73151; 38.24007, -85.73151; 38.23922, -85.73327; 38.23922, -85.73327; 38.239180000000005, -85.73339; 38.239180000000005, -85.73339; 38.239290000000004, -85.73461; 38.239290000000004, -85.73461; 38.23951, -85.73658; 38.23951, -85.73658; 38.239140000000006, -85.73666; 38.239140000000006, -85.73666; 38.23789, -85.73687000000001; 38.23789, -85.73687000000001; 38.23736, -85.73697000000001; 38.23736, -85.73697000000001; 38.23733, -85.73669000000001; 38.24161, -85.71876
2504 Longest Avenue,  Louisville KY, 40204;1505 Rosewood Avenue,  Louisville KY, 40204;38.239740000000005, -85.7082; 38.239740000000005, -85.7082; 38.239740000000005, -85.7082; 38.239740000000005, -85.7082; 38.239740000000005, -85.7082; 38.23946, -85.70872000000001; 38.23946, -85.70872000000001; 38.23946, -85.70872000000001; 38.23946, -85.70872000000001; 38.239200000000004, -85.70909; 38.239200000000004, -85.70909; 38.239200000000004, -85.70909; 38.239200000000004, -85.70909; 38.23868, -85.70956000000001; 38.23868, -85.70956000000001; 38.23868, -85.70956000000001; 38.23868, -85.70956000000001; 38.23845, -85.70984000000001; 38.23845, -85.70984000000001; 38.23845, -85.70984000000001; 38.23845, -85.70984000000001; 38.23845, -85.70984000000001; 38.23832, -85.71004; 38.23832, -85.71004; 38.23832, -85.71004; 38.23832, -85.71004; 38.23729, -85.71198000000001; 38.23729, -85.71198000000001; 38.23729, -85.71198000000001; 38.23729, -85.71198000000001; 38.236520000000006, -85.71342000000001; 38.236520000000006, -85.71342000000001; 38.236520000000006, -85.71342000000001; 38.236520000000006, -85.71342000000001; 38.235800000000005, -85.71478; 38.235800000000005, -85.71478; 38.235800000000005, -85.71478; 38.235800000000005, -85.71478; 38.23556000000001, -85.71522; 38.23556000000001, -85.71522; 38.23556000000001, -85.71522; 38.23556000000001, -85.71522; 38.23556000000001, -85.71522; 38.235400000000006, -85.71549; 38.235400000000006, -85.71549; 38.235400000000006, -85.71549; 38.235400000000006, -85.71549; 38.235290000000006, -85.71531; 38.235290000000006, -85.71531; 38.235290000000006, -85.71531; 38.235290000000006, -85.71531; 38.23512, -85.71541; 38.23512, -85.71541; 38.23512, -85.71541; 38.23512, -85.71541; 38.234950000000005, -85.71562; 38.234950000000005, -85.71562; 38.234950000000005, -85.71562; 38.234950000000005, -85.71562; 38.23483, -85.71574000000001; 38.23483, -85.71574000000001; 38.23483, -85.71574000000001; 38.23483, -85.71574000000001; 38.23483, -85.71574000000001; 38.233450000000005, -85.71746; 38.233450000000005, -85.71746; 38.233450000000005, -85.71746; 38.233450000000005, -85.71746; 38.23277, -85.71832; 38.23277, -85.71832; 38.23277, -85.71832; 38.23277, -85.71832; 38.23254, -85.71862; 38.23254, -85.71862; 38.23254, -85.71862; 38.23254, -85.71862; 38.23205, -85.71963000000001; 38.23205, -85.71963000000001; 38.23205, -85.71963000000001; 38.239740000000005, -85.7082
1424 Winter Avenue,  Louisville KY, 40204;70 Valley Road,  Louisville KY, 40204;38.23707, -85.72493; 38.23707, -85.72493; 38.23707, -85.72493; 38.23707, -85.72493; 38.23707, -85.72493; 38.23707, -85.72493; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.236050000000006, -85.727; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.235730000000004, -85.72767; 38.234880000000004, -85.72701; 38.234880000000004, -85.72701; 38.234880000000004, -85.72701; 38.234880000000004, -85.72701; 38.234880000000004, -85.72701; 38.23396, -85.72628; 38.23396, -85.72628; 38.23396, -85.72628; 38.23396, -85.72628; 38.23396, -85.72628; 38.23396, -85.72628; 38.231790000000004, -85.72460000000001; 38.231790000000004, -85.72460000000001; 38.231790000000004, -85.72460000000001; 38.231790000000004, -85.72460000000001; 38.231790000000004, -85.72460000000001; 38.231790000000004, -85.72460000000001; 38.231230000000004, -85.72417; 38.231230000000004, -85.72417; 38.231230000000004, -85.72417; 38.231230000000004, -85.72417; 38.231230000000004, -85.72417; 38.231230000000004, -85.72417; 38.230880000000006, -85.72396; 38.230880000000006, -85.72396; 38.230880000000006, -85.72396; 38.230880000000006, -85.72396; 38.230880000000006, -85.72396; 38.23075, -85.72386; 38.23075, -85.72386; 38.23075, -85.72386; 38.23075, -85.72386; 38.23075, -85.72386; 38.23075, -85.72386; 38.23064, -85.72378; 38.23064, -85.72378; 38.23064, -85.72378; 38.23064, -85.72378; 38.23064, -85.72378; 38.23064, -85.72378; 38.230700000000006, -85.72364; 38.230700000000006, -85.72364; 38.230700000000006, -85.72364; 38.230700000000006, -85.72364; 38.230700000000006, -85.72364; 38.23071, -85.72354000000001; 38.23071, -85.72354000000001; 38.23071, -85.72354000000001; 38.23071, -85.72354000000001; 38.23071, -85.72354000000001; 38.23071, -85.72354000000001; 38.23066, -85.72336000000001; 38.23066, -85.72336000000001; 38.23066, -85.72336000000001; 38.23066, -85.72336000000001; 38.23066, -85.72336000000001; 38.23066, -85.72336000000001; 38.230610000000006, -85.72324; 38.230610000000006, -85.72324; 38.230610000000006, -85.72324; 38.230610000000006, -85.72324; 38.23707, -85.72493
2406 Brighton Drive,  Louisville KY, 40205;2707 Wendell Avenue,  Louisville KY, 40205;38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.217310000000005, -85.66791; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.2179, -85.66675000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218700000000005, -85.66520000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.218360000000004, -85.66493000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217960000000005, -85.66462000000001; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.217220000000005, -85.66405; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21743, -85.66338; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.21855, -85.66107000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.2194, -85.65932000000001; 38.217310000000005, -85.66791
3408 Taylorsville Road,  Louisville KY, 40205;1606 Trevilian Way,  Louisville KY, 40205;38.22158, -85.65710000000001; 38.22166, -85.65833; 38.22182, -85.65838000000001; 38.22198, -85.65837; 38.22209, -85.65829000000001; 38.22195, -85.65664000000001; 38.22187, -85.65644; 38.221740000000004, -85.65566000000001; 38.22169, -85.65539000000001; 38.221630000000005, -85.65523; 38.22153, -85.65508000000001; 38.221430000000005, -85.65495000000001; 38.221120000000006, -85.65475; 38.220980000000004, -85.65471000000001; 38.22084, -85.65471000000001; 38.220690000000005, -85.65474; 38.22066, -85.65474; 38.22057, -85.65473; 38.21996, -85.65512000000001; 38.219730000000006, -85.65544000000001; 38.21925, -85.65637000000001; 38.218560000000004, -85.65772000000001; 38.21855, -85.65772000000001; 38.21802, -85.65852000000001; 38.21763, -85.65928000000001; 38.217150000000004, -85.6602; 38.21641, -85.66163; 38.214620000000004, -85.66507; 38.213840000000005, -85.66653000000001; 38.21025, -85.67318; 38.20967, -85.67419000000001; 38.209210000000006, -85.67492; 38.207440000000005, -85.67738000000001; 38.206880000000005, -85.6782; 38.206050000000005, -85.67955; 38.20465, -85.68223; 38.20371, -85.6841; 38.20311, -85.68531; 38.202830000000006, -85.68592000000001; 38.20273, -85.68618000000001; 38.20273, -85.68645000000001; 38.20255, -85.68726000000001; 38.2023, -85.68909000000001; 38.20228, -85.68929000000001; 38.20226, -85.68949; 38.202310000000004, -85.68957; 38.203050000000005, -85.6907; 38.203540000000004, -85.69125000000001; 38.203700000000005, -85.69142000000001; 38.203990000000005, -85.69172; 38.204060000000005, -85.69185; 38.20438, -85.69210000000001; 38.205070000000006, -85.69265; 38.205110000000005, -85.69266; 38.205470000000005, -85.69294000000001; 38.20602, -85.69337; 38.20624, -85.69352; 38.206410000000005, -85.6936; 38.207080000000005, -85.69369; 38.207260000000005, -85.69372000000001; 38.207910000000005, -85.69373; 38.208870000000005, -85.69375000000001; 38.20953, -85.69377; 38.21007, -85.69394000000001; 38.21025, -85.69406000000001; 38.210390000000004, -85.69419; 38.21058, -85.69438000000001; 38.210980000000006, -85.69486; 38.21123, -85.69522; 38.2119, -85.69665; 38.21202, -85.69697000000001; 38.21210000000001, -85.69723; 38.212320000000005, -85.6982; 38.212450000000004, -85.69873000000001; 38.21256, -85.69908000000001; 38.21276, -85.69954000000001; 38.212860000000006, -85.69974; 38.212920000000004, -85.69979000000001; 38.21316, -85.70021000000001; 38.22158, -85.65710000000001
406 Stilz Avenue,  Louisville KY, 40206;811 River Dell Drive,  Louisville KY, 40206;38.24947, -85.68126000000001; 38.24947, -85.68126000000001; 38.251430000000006, -85.68287000000001; 38.25359, -85.68463000000001; 38.25359, -85.68463000000001; 38.25461000000001, -85.6855; 38.254580000000004, -85.68430000000001; 38.254580000000004, -85.68430000000001; 38.254740000000005, -85.68432000000001; 38.25648, -85.68449000000001; 38.25648, -85.68449000000001; 38.25751, -85.68457000000001; 38.25789, -85.68466000000001; 38.25789, -85.68466000000001; 38.25851, -85.68487; 38.25878, -85.68497; 38.25878, -85.68497; 38.260380000000005, -85.68560000000001; 38.260600000000004, -85.68578000000001; 38.260600000000004, -85.68578000000001; 38.26108, -85.68624000000001; 38.261700000000005, -85.68675; 38.261700000000005, -85.68675; 38.262620000000005, -85.68746; 38.26274, -85.68748000000001; 38.26274, -85.68748000000001; 38.26314, -85.68778; 38.263310000000004, -85.68791; 38.263310000000004, -85.68791; 38.263600000000004, -85.68814; 38.26621, -85.69022000000001; 38.26621, -85.69022000000001; 38.266670000000005, -85.69058000000001; 38.266580000000005, -85.69079; 38.266580000000005, -85.69079; 38.266490000000005, -85.69109; 38.26626, -85.69196000000001; 38.26626, -85.69196000000001; 38.265980000000006, -85.69265; 38.265820000000005, -85.69289; 38.26563, -85.69307; 38.26563, -85.69307; 38.264970000000005, -85.69354000000001; 38.26483, -85.69367000000001; 38.26483, -85.69367000000001; 38.26471, -85.69385000000001; 38.264810000000004, -85.69421000000001; 38.264810000000004, -85.69421000000001; 38.265, -85.69476; 38.265550000000005, -85.69615; 38.265550000000005, -85.69615; 38.2657, -85.69656; 38.26601, -85.69726; 38.26601, -85.69726; 38.26608, -85.69736; 38.26628, -85.69752000000001; 38.26628, -85.69752000000001; 38.26643, -85.69758; 38.26666, -85.69762; 38.26666, -85.69762; 38.26749, -85.69756000000001; 38.267570000000006, -85.69758; 38.267570000000006, -85.69758; 38.26771, -85.69767; 38.26789, -85.69791000000001; 38.26789, -85.69791000000001; 38.26809, -85.69821; 38.268170000000005, -85.69831; 38.268170000000005, -85.69831; 38.26825, -85.69839; 38.268350000000005, -85.69844; 38.268350000000005, -85.69844; 38.26843, -85.69846000000001; 38.268600000000006, -85.69846000000001; 38.268600000000006, -85.69846000000001; 38.26861, -85.69892; 38.26859, -85.69924; 38.26859, -85.69924; 38.268800000000006, -85.69936000000001; 38.24947, -85.68126000000001
2721 Lindsay Avenue,  Louisville KY, 40206;3033 Aubert Avenue,  Louisville KY, 40206;38.263490000000004, -85.69999000000001; 38.263490000000004, -85.69999000000001; 38.263490000000004, -85.69999000000001; 38.26314, -85.70067; 38.26314, -85.70067; 38.26278000000001, -85.70135; 38.26278000000001, -85.70135; 38.26218, -85.70087000000001; 38.26218, -85.70087000000001; 38.26182, -85.70053; 38.26182, -85.70053; 38.26174, -85.70039000000001; 38.26174, -85.70039000000001; 38.26122, -85.69995; 38.26122, -85.69995; 38.26122, -85.69995; 38.2601, -85.69898; 38.2601, -85.69898; 38.25929, -85.6983; 38.25929, -85.6983; 38.25878, -85.69785; 38.25878, -85.69785; 38.25827, -85.69720000000001; 38.25827, -85.69720000000001; 38.258050000000004, -85.69693000000001; 38.258050000000004, -85.69693000000001; 38.257780000000004, -85.69665; 38.257780000000004, -85.69665; 38.257780000000004, -85.69665; 38.25752000000001, -85.69645000000001; 38.25752000000001, -85.69645000000001; 38.25726, -85.69619; 38.25726, -85.69619; 38.257180000000005, -85.69605000000001; 38.257180000000005, -85.69605000000001; 38.257090000000005, -85.69586000000001; 38.257090000000005, -85.69586000000001; 38.25699, -85.69553; 38.25699, -85.69553; 38.256890000000006, -85.69534; 38.256890000000006, -85.69534; 38.256890000000006, -85.69534; 38.25683, -85.69529; 38.25683, -85.69529; 38.25649000000001, -85.69516; 38.25649000000001, -85.69516; 38.254850000000005, -85.69451000000001; 38.254850000000005, -85.69451000000001; 38.2548, -85.69437; 38.2548, -85.69437; 38.25466, -85.69432; 38.25466, -85.69432; 38.25448, -85.69427; 38.25448, -85.69427; 38.25448, -85.69427; 38.25451, -85.69404; 38.25451, -85.69404; 38.25464, -85.69299000000001; 38.25464, -85.69299000000001; 38.25475, -85.69207; 38.25475, -85.69207; 38.254760000000005, -85.69155; 38.254760000000005, -85.69155; 38.254760000000005, -85.69082; 38.254760000000005, -85.69082; 38.25461000000001, -85.6855; 38.25461000000001, -85.6855; 38.25461000000001, -85.6855; 38.25359, -85.68463000000001; 38.25359, -85.68463000000001; 38.252770000000005, -85.68396000000001; 38.252770000000005, -85.68396000000001; 38.250310000000006, -85.68194000000001; 38.250310000000006, -85.68194000000001; 38.249900000000004, -85.68161; 38.249900000000004, -85.68161; 38.25005, -85.6812; 38.25005, -85.6812; 38.250550000000004, -85.67978000000001; 38.263490000000004, -85.69999000000001
327 Idlewylde Drive,  Louisville KY, 40206;840 River Crest Court,  Louisville KY, 40206;38.25988, -85.70097000000001; 38.25988, -85.70097000000001; 38.25974, -85.7009; 38.25974, -85.7009; 38.25941, -85.70085; 38.259280000000004, -85.70082000000001; 38.259280000000004, -85.70082000000001; 38.25914, -85.70075000000001; 38.25914, -85.70075000000001; 38.25855, -85.70028; 38.25842, -85.70024000000001; 38.25842, -85.70024000000001; 38.25835, -85.70065000000001; 38.25835, -85.70065000000001; 38.25831, -85.70097000000001; 38.258280000000006, -85.70126; 38.258280000000006, -85.70126; 38.25829, -85.70145000000001; 38.25835, -85.70207; 38.25835, -85.70207; 38.258430000000004, -85.70283; 38.258430000000004, -85.70283; 38.258610000000004, -85.70388000000001; 38.25873, -85.70436000000001; 38.25873, -85.70436000000001; 38.258900000000004, -85.70496000000001; 38.258900000000004, -85.70496000000001; 38.259150000000005, -85.70568; 38.25945, -85.70661000000001; 38.25945, -85.70661000000001; 38.259600000000006, -85.70711; 38.259600000000006, -85.70711; 38.259690000000006, -85.70761; 38.259710000000005, -85.70798; 38.259710000000005, -85.70798; 38.25968, -85.70851; 38.259570000000004, -85.70943000000001; 38.259570000000004, -85.70943000000001; 38.25954, -85.70978000000001; 38.25954, -85.70978000000001; 38.25947, -85.71152000000001; 38.25947, -85.71199; 38.25947, -85.71199; 38.25949000000001, -85.71228; 38.25949000000001, -85.71228; 38.259660000000004, -85.71347; 38.259910000000005, -85.71533000000001; 38.259910000000005, -85.71533000000001; 38.260020000000004, -85.71609000000001; 38.26012, -85.71683; 38.26012, -85.71683; 38.260510000000004, -85.71657; 38.260510000000004, -85.71657; 38.26162, -85.71581; 38.26176, -85.71570000000001; 38.26176, -85.71570000000001; 38.26194, -85.71553; 38.26194, -85.71553; 38.26216, -85.71528; 38.262510000000006, -85.71479000000001; 38.262510000000006, -85.71479000000001; 38.263690000000004, -85.71299; 38.263690000000004, -85.71299; 38.2665, -85.70872000000001; 38.267880000000005, -85.70661000000001; 38.267880000000005, -85.70661000000001; 38.26952, -85.70417; 38.270210000000006, -85.70318; 38.270210000000006, -85.70318; 38.26979, -85.70276000000001; 38.26979, -85.70276000000001; 38.26919, -85.70218000000001; 38.26917, -85.70183; 38.26917, -85.70183; 38.26919, -85.70174; 38.26919, -85.70174; 38.269220000000004, -85.70166; 38.269290000000005, -85.70156; 38.269290000000005, -85.70156; 38.25988, -85.70097000000001
